Alicia Machado	Hillary Clinton
Donald Trump	Howard Stern
Alicia Machado	Twitter
Melania Trump	Marla Maples
New York Daily News	Howard Stern
Donald Trump	Ivanka Trump
New York Daily News	Ivanka Trump
Hillary Clinton	Donald Trump
Melania Trump	Donald Trump
Alicia Machado	Donald Trump
